Date,volatility,momentum,price_strength,volume,breadth,safe_asset,sentiment_raw,sentiment_index,grade
2016-03-07,,,,,,,,,N/A
2016-03-08,,,,,,,,,N/A
2016-03-09,,,,,,,,,N/A
2016-03-10,,,,,,,,,N/A
2016-03-11,,,,,,,,,N/A
2016-03-14,,,,,,,,,N/A
2016-03-15,,,,,,,,,N/A
2016-03-16,,,,,,,,,N/A
2016-03-17,,,,,,,,,N/A
2016-03-18,,,,,,,,,N/A
2016-03-21,,,,,,,,,N/A
2016-03-22,,,,,,,,,N/A
2016-03-23,,,,,,,,,N/A
2016-03-24,,,,,64.19525759717087,,,,N/A
2016-03-25,,,,,61.47296808087848,,,,N/A
2016-03-28,,,,,59.86541123574893,,,,N/A
2016-03-29,,,,,68.50460207305503,,,,N/A
2016-03-30,,,,,72.26271997053729,,,,N/A
2016-03-31,,,,,64.99641523889315,,,,N/A
2016-04-01,,,,37.927202523896966,46.97727029133662,,,,N/A
2016-04-04,,,,35.96611108762932,50.555186505945116,,,,N/A
2016-04-05,,,,35.22437340537296,41.49271088370956,,,,N/A
2016-04-06,,,,34.81298114339831,46.91071986434536,,,,N/A
2016-04-07,,,,37.70880842464357,48.450636968151436,,,,N/A
2016-04-08,,,,37.06508615958731,47.390811346622876,,,,N/A
2016-04-11,,,,37.44027428237954,46.39291669530492,,,,N/A
2016-04-12,,,,36.95727231556339,53.295656760348635,,,,N/A
2016-04-14,,,,39.35031328403105,67.52816902819983,,,,N/A
2016-04-15,,,,35.038617620107345,66.75586497109421,,,,N/A
2016-04-18,,,,33.301722775406986,63.178009163062725,,,,N/A
2016-04-19,,,,33.37939845899117,64.0147504461975,,,,N/A
2016-04-20,,,,34.30084516784471,60.39808057388247,,,,N/A
2016-04-21,,,,31.280327515621636,66.4108335686869,,,,N/A
2016-04-22,,,,35.65057634752719,62.27406299600418,,,,N/A
2016-04-25,,,,38.22879047887373,61.68563743622024,,,,N/A
2016-04-26,,,,40.980178904148865,63.68291823939302,,,,N/A
2016-04-27,,,,40.34809129519705,60.83896512909425,,,,N/A
2016-04-28,,,,38.88165243966697,52.243902281045045,,,,N/A
2016-04-29,,,,35.62843586045442,48.76737815071651,,,,N/A
2016-05-02,,,,33.84411796933606,41.713063573387736,,,,N/A
2016-05-03,,,,27.54796391993144,46.0516554517387,,,,N/A
2016-05-04,,,,25.62438093294734,42.08950865763274,,,,N/A
2016-05-09,,,,25.780907228263878,38.791744896466376,,,,N/A
2016-05-10,,,,25.176432182604618,46.27425992098644,,,,N/A
2016-05-11,,,,27.608637742431668,45.29990942225573,,,,N/A
2016-05-12,,,,32.14310004760934,44.20972337040299,,,,N/A
2016-05-13,,,,36.37893362131752,40.03542365198928,,,,N/A
2016-05-16,,,,42.05357217107834,40.56498002589291,,,,N/A
2016-05-17,,,,46.8546977641174,40.65700906989456,,,,N/A
2016-05-18,,,,52.722566330775635,36.10962973862856,,,,N/A
2016-05-19,,,,53.003056148643765,32.65538364155552,,,,N/A
2016-05-20,,,,49.65911522822466,33.27029193891549,,,,N/A
2016-05-23,,,,45.70322344154505,38.4267749176474,,,,N/A
2016-05-24,,,,42.92449960455072,32.21301861407704,,,,N/A
2016-05-25,,,,39.57040713821427,44.72129492015683,,,,N/A
2016-05-26,,,,40.71657887583659,43.41750216809655,,,,N/A
2016-05-27,,,,43.75505790048592,49.03428539095137,,,,N/A
2016-05-30,,,,46.32292675657552,48.16685744638506,,,,N/A
2016-05-31,,,,48.07645811313977,55.00355046447915,,,,N/A
2016-06-01,,,,42.43759775531738,54.678913298251004,,,,N/A
2016-06-02,,,,38.950515931814245,55.66918698973218,,,,N/A
2016-06-03,,,,38.069689287188254,55.98552097498972,,,,N/A
2016-06-07,,,,35.318010411314795,65.38374310386563,,,,N/A
2016-06-08,,,,30.409306333476955,69.57496810882098,,,,N/A
2016-06-09,,,,31.644388501147567,67.9072806797858,,,,N/A
2016-06-10,,,,30.243409432233566,64.1836126900109,,,,N/A
2016-06-13,,,,28.16145486804169,47.604649741485304,,,,N/A
2016-06-14,,,,27.61495850184969,45.30746586881803,,,,N/A
2016-06-15,,,,25.770719512274727,44.2604584486677,,,,N/A
2016-06-16,,,,22.989717989667767,39.1352235249983,,,,N/A
2016-06-17,,,,25.280565257214178,39.76418748283043,,,,N/A
2016-06-20,,,,23.874494809746608,50.57695851249962,,,,N/A
2016-06-21,,,,26.083224383608677,51.115587297878776,,,,N/A
2016-06-22,,,,27.552978795130855,54.458064186793436,,,,N/A
2016-06-23,,,,29.259153279101774,52.175465274508916,,,,N/A
2016-06-24,,,,35.14141960831479,35.428657068391615,,,,N/A
2016-06-27,,,,36.12098319151385,36.007999059833004,,,,N/A
2016-06-28,,,,32.321394104833594,39.41492700066274,,,,N/A
2016-06-29,,,,34.982849817933385,46.06209196914688,,,,N/A
2016-06-30,24.176621079368747,,,33.07992412040517,50.153282441155305,,,,N/A
2016-07-01,29.66833462130605,,,24.583373712792568,54.64703966188988,,,,N/A
2016-07-04,32.39508067649407,,,27.18801322538869,56.62720961583367,,,,N/A
2016-07-05,23.893248021222846,,,28.62374345282386,54.865341235969716,,,,N/A
2016-07-06,1.583539726757968,,,29.081256938109316,44.75828316004201,,,,N/A
2016-07-07,10.35272832168152,,,31.502466938518037,50.37615169520306,,,,N/A
2016-07-08,8.64909260790657,,,29.08701035909516,47.64278839987465,,,,N/A
2016-07-11,35.1893143269847,,,25.84170067091529,53.88597995822252,,,,N/A
2016-07-12,39.139050420985576,,,26.72264794505881,54.503733470709605,,,,N/A
2016-07-13,45.187190066789,,,23.79550854602591,57.74869339757142,,,,N/A
2016-07-14,54.06778872083193,,,23.253560325914215,58.46603900209443,,,,N/A
2016-07-15,53.95822032198569,,,27.067742098177742,60.37626042863912,,,,N/A
2016-07-18,48.10476997726475,,,28.461158957505404,61.24667234820999,,,,N/A
2016-07-19,45.87268884207182,,,28.112865545785187,59.69867502444225,,,,N/A
2016-07-20,42.115179654153096,,,27.461405830225754,59.153052282276064,,,,N/A
2016-07-21,43.20973766878581,,,29.57835269015348,57.86271683544596,,,,N/A
2016-07-22,79.60563333309078,,,27.686477130786578,57.08460074454245,,,,N/A
2016-07-25,79.61572476026176,,,27.007073954983923,57.72932114048107,,,,N/A
2016-07-26,79.08072903044636,,,25.825247735817364,62.35011108202737,,,,N/A
